name,sousTitre,description,logoUrl,redirectionUrl,redirectionLabel,iframeUrl,extendLabel,isListed
CopCerema,Outil pour le calcul des émissions polluantes des véhicules automobiles à l’échelle d’un tronçon,"CopCerema est un outil qui implémente le niveau de précision Tier 3 de la méthodologie Copert 5, avec une approche tronçon par tronçon. L’échelle pertinente pour la méthodologie Copert est une échelle nationale, mais des études ont montré qu’il était possible de baisser très sensiblement le niveau de résolution spatiale et temporelle de cette méthodologie et d’obtenir des résultats d’une très bonne qualité.",https://wiki.resilience-territoire.ademe.fr/images/resilienceterritoire/d/d0/Logo-cerema.png,https://www.cerema.fr/fr/centre-ressources/applications/copcerema,,,,TRUE
Le portail cartographique des énergies renouvelables,Un outil d'aide à la planification énergétique française,"Outil d'aide à la décision, mettant à disposition des données objectives et compilables sur les thématiques énergétiques en France, le portail a pour objectif principal d’appuyer les communes dans l’identification de zones potentiellement propices à l’implantation d’énergies renouvelables sur leur territoire.",https://upload.wikimedia.org/wikipedia/fr/3/38/Logo_de_la_R%C3%A9publique_fran%C3%A7aise_%281999%29.svg,https://planification.climat-energie.gouv.fr/,,,,TRUE
Expertises-Territoires,"Coopérez, partagez vos expériences, co-construisez les expertises d'aujourd'hui et de demain pour la transition écologique et l'adaptation aux changements climatiques",text to be overriden,https://www.expertises-territoires.fr/plugins/CEREMAPlugin/img/icons/favicon/favicon.ico?v=3.3.0,https://www.expertises-territoires.fr/,,,Rejoignez la communauté,TRUE
UrbanSimul,Portail d’analyse des gisements fonciers et immobiliers,"Outil numérique très riche de caractérisation du foncier urbain, gros regroupement de données qualifiées, analyse des marchés immobiliers, etc. Accès actuellement assujetti à la procédure données fiscales.",https://urbansimul.cerema.fr/sites/urbansimul/files/us.png,https://urbansimul.cerema.fr/,,,,TRUE
Facili-TACCT,Accompagner les collectivités pour une meilleure appropriation de leur diagnostic de vulnérabilité.,"La plateforme TACCT propose un accompagnement global aux collectivités souhaitant s’engager dans un programme ambitieux d’adaptation au changement climatique : diagnostic de vulnérabilité, définition d’une trajectoire d’adaptation et d’un plan d’action, suivi-évaluation. • Facili-TACCT apporte une (re)lecture socio-éco du territoire permettant d’enrichir le diagnostic de vulnérabilité. La collectivité aura toutes les cartes en main pour faire de l’adaptation un thème important de son PCAET, voire poursuivre en s’engageant dans une démarche d’adaptation au long court avec TACCT.",https://upload.wikimedia.org/wikipedia/fr/3/38/Logo_de_la_R%C3%A9publique_fran%C3%A7aise_%281999%29.svg,https://facili-tacct.beta.gouv.fr,,,,TRUE
Facili-TACCT-Test-Iframe,Accompagner les collectivités pour une meilleure appropriation de leur diagnostic de vulnérabilité.,La plateforme TACCT propose un accompagnement global aux collectivités souhaitant s’engager dans un programme ambitieux d’adaptation au changement climatique,https://upload.wikimedia.org/wikipedia/fr/3/38/Logo_de_la_R%C3%A9publique_fran%C3%A7aise_%281999%29.svg,https://facili-tacct.beta.gouv.fr,,https://facili-tacct.incubateur.ademe.dev/thematiques?code={collectiviteCode}&libelle={collectiviteLabel}&type={collectiviteType},,FALSE
Observatoire du covoiturage,Comprendre le covoiturage quotidien sur votre territoire,Retrouvez des données chiffrées sur le covoiturage,https://upload.wikimedia.org/wikipedia/fr/3/38/Logo_de_la_R%C3%A9publique_fran%C3%A7aise_%281999%29.svg,https://observatoire.covoiturage.gouv.fr/observatoire/territoire/,,,,TRUE
Impact CO2,Communiquez de façon pédagogique les ordres de grandeur autour des émissions de gaz à effet de serre.,Le site internet qui vulgarise et valorise les données environnementales de l'ADEME.,https://upload.wikimedia.org/wikipedia/fr/3/3d/Logo_Impact_CO2.svg,https://impactco2.fr,,,,TRUE
J'Agis,Donnez aux habitants de votre commune des solutions pour la transition écologique à leur échelle,"Une démarche sur-mesure, adaptée aux besoins et aux contraintes de chacun

",https://jagis.beta.gouv.fr/logo-jagis.svg,,,,,TRUE
AgiRisk,Le Cerema développe et met à disposition des acteurs locaux le plugin Qgis AgiRisk.,L'objectif principal est de bâtir des diagnostics personnalisés et individualisés de vulnérabilité aux inondations s'appuyant sur les indicateurs du référentiel national.,https://wiki.resilience-territoire.ademe.fr/images/resilienceterritoire/d/d0/Logo-cerema.png,https://agirisk.cerema.fr,,,,TRUE
CartoBio,Cartographie les exploitations agricoles biologiques,"Ouvrir, enrichir et partager les données parcellaires de l’agriculture biologique",https://www.agencebio.org/cartobio/assets/favicon.b4b898bb.svg,https://www.agencebio.org/cartobio/,,,,TRUE
ClimaDIAG,Évaluation des impacts climatiques sur les territoires,"Le service Climadiag Commune, lancé début 2023, a été décliné sur la base la trajectoire de réchauffement de référence pour l’adaptation au changement climatique (TRACC) pour fournir des indicateurs climatiques de référence pour 2030, 2050 et 2100 (températures moyennes et cumuls de précipitation au pas de temps annuel et saisonnier, indicateurs sur les extrêmes et les impacts, etc.).
Toutes ces informations permettent aux utilisateurs, collectivités locales et entreprises d’élaborer des stratégies d’adaptation face aux conséquences du changement climatique.",https://meteofrance.com/sites/meteofrance.com/files/favicon_0.png,https://meteofrance.com/climadiag-commune,,,,TRUE
CRATer,Projet visant à renforcer la résilience alimentaire des territoires,"Outil numérique de sensibilisation et d'aide au diagnostic de la résilience alimentaire des territoires. Il s'inscrit ainsi dans les défis 2-“Objectifs et Diagnostic” et B-""Alimentation et agriculture"" de l'Appel à Communs.",https://resiliencealimentaire.org/wp-content/uploads/2018/12/Logo-Les-Greniers-dAbondance.png,https://crater.resiliencealimentaire.org/,,,,TRUE
Géorisques,Connaître les risques sur ma commune,"Information sur les risques environnementaux - À partir de son adresse ou du numéro de sa parcelle, l’outil génère automatiquement un état des risques pouvant affecter le bien, prêt à être téléchargé et partagé. Il appartient ensuite au propriétaire de vérifier les informations et, le cas échéant, de compléter le document avec les informations disponibles sur le site Internet de sa préfecture. Il doit également mentionner toute indemnisation de sinistre concernant ce bien qui a fait suite à une catastrophe naturelle ou technologique.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSomJV_4lkdmR5OEeDvko6er-_0RrkVeaC9NQ&s,https://www.georisques.gouv.fr/accueil-collectivite,,,,TRUE
Fiche action de la boîte à outils Agenda 2030,"Pour toute structure ou individu qui souhaite sensibiliser à l’Agenda 2030 et intégrer les Objectifs de développement durable (ODD) dans une Action (projet, politique…), une boîte à outils !
","Dans la boîte à outils :
• un jeu de cartes des 17 ODD et des 169 cibles
• une fiche Action, accompagnée d’une liste mémo des 17 ODD et d’un guide d’entretien
• pour construire un démarche adaptée, des documents personnalisables : des enveloppes cibles, des fiches cibles, un dossier annuel
• une fiche Vidéo micro-couloir et une fiche Zoom vidéo pour initier les acteurs du développement durable (collègues, partenaires...) ou valoriser des réalisations",https://upload.wikimedia.org/wikipedia/fr/3/38/Logo_de_la_R%C3%A9publique_fran%C3%A7aise_%281999%29.svg,https://www.agenda-2030.fr/ressources/article/les-odd-a-portee-de-main-avec-la-boite-a-outils-odd,,,,TRUE
GeoRivière,Gestion et suivi des cours d'eau,"Modules qui proposent une visualisation des cours d'eau de votre territoire, leurs caractéristiques et répertorient les connaissances pour optimiser la gestion",https://georiviere.fr/assets/img/logo32_32.svg,https://georiviere.fr/application.html,,,,TRUE
MétéEAU Nappes,Prévision des niveaux des nappes phréatiques,Le site web MétéEAU Nappes est une plateforme web innovante pour aider à la gestion des eaux souterraines. Elle permet de connaître la situation en temps réel et de prévoir le niveau des nappes d’eau (proposé par le BRGM),https://upload.wikimedia.org/wikipedia/fr/thumb/1/1e/Logo_BRGM.svg/2560px-Logo_BRGM.svg.png,https://meteeaunappes.brgm.fr/fr/presentation-de-meteeau-nappes,,,,FALSE
Nos Villes Vertes,L'information sur la végétation de toutes les communes de France accessible à tous grâce à une plateforme simple d'accès,"Nos Villes Vertes a été conçue par Kermap, une startup spécialisée dans la production, l’analyse et la valorisation de données géographiques pour des applications liées à l’aménagement du territoire, l’environnement et l’agriculture.

Les photographies aériennes issues du Référentiel à Grande Echelle, ont été analysées avec des modèles algorithmiques qui reposent sur l’apprentissage profond pour contextualiser et extraire automatiquement la végétation arborée.
Ces données sont représentées sous la forme de tableaux de bord pour chaque ville française.",https://www.nosvillesvertes.fr/assets/img/favicon-nos-villes-vertes.png,"https://www.nosvillesvertes.fr/Explorer

",,,,FALSE
TerriStory,"Un outil partenarial d’aide au pilotage de la transition des territoires, co-construit avec les territoires","Interface de visualisation interactive de données opendata multithématiques (énergie, climat, mobilité, économie...), TerriSTORY® facilite la compréhension de son territoire, l'identification de ses atouts et des leviers d’actions prioritaires.
L’outil permet de simuler des scénarios prospectifs et d'en mesurer les impacts socio-économiques et environnementaux, pour construire une trajectoire territoriale à la hauteur des enjeux et des objectifs.",https://terristory.fr/favicon.ico,https://terristory.fr/,,,,TRUE
MiNumEco,Réduire l’empreinte environnementale du numérique public,"La MiNumEco, la Mission Interministérielle Numérique Écoresponsable, accompagne les administrations dans la réduction de l'empreinte environnementale du numérique public.",https://upload.wikimedia.org/wikipedia/fr/3/38/Logo_de_la_R%C3%A9publique_fran%C3%A7aise_%281999%29.svg,https://ecoresponsable.numerique.gouv.fr/publications/strategie-numerique-responsable-des-collectivites/,,,,FALSE
Géoportail de l'Urbanisme,Le Géoportail de l'urbanisme (GPU) donne accès aux règlementations d’urbanisme des territoires.,"Ce portail Internet vise à rendre accessible au plus grand nombre les documents d’urbanisme et les servitudes d’utilité publique en vigueur sur le territoire.

Le Géoportail de l’urbanisme concerne à la fois :
• les Schémas de Cohérence Territoriale (SCoT) ;
• les plans locaux d’urbanisme communaux et intercommunaux (PLU, PLUi) ;
• les cartes communales ;
• les Plans d’Occupation des Sols (POS) ;
• les Plans de Sauvegarde et de Mise en Valeur (PSMV) ;
• les servitudes d’utilité publique (SUP).",https://upload.wikimedia.org/wikipedia/fr/3/38/Logo_de_la_R%C3%A9publique_fran%C3%A7aise_%281999%29.svg,https://www.geoportail-urbanisme.gouv.fr/map/#tile=1&lon=2.424722&lat=46.76305599999998&zoom=6,,,,FALSE
Plateforme France Mobilités,Améliorer durablement les mobilités du quotidien pour tous et dans tous les territoires,"France Mobilités, c’est une communauté ouverte à tous les acteurs de la mobilité : entreprises de transport, start-ups, collectivités locales, incubateurs, fonds d'investissements, organismes de formation, associations … Dans une démarche de co-construction, tous sont appelés à participer à la création d’un environnement propice au développement de nouvelles mobilités, pour les voyageurs et les marchandises, en proposant des solutions concrètes et opérationnelles qui répondent aux besoins des porteurs de projets.",https://www.francemobilites.fr/sites/frenchmobility/files/fm_2025.png,https://www.francemobilites.fr/,,,,FALSE
Observatoire National de la Précarité Énergétique (ONPE),"GÉODIP, le nouvel outil de référence pour lutter contre la précarité énergétique au sein des territoire","La précarité énergétique est un phénomène qui dépend de nombreux facteurs et qui concerne des catégories de ménages très différentes selon les types de territoires. La réalisation d’un diagnostic territorial constitue une étape préliminaire clé pour déployer une politique locale de lutte contre la précarité énergétique dans les secteurs de l’habitat et de la mobilité. Afin de faciliter l’accès à un premier diagnostic, l’Observatoire National de la Précarité Énergétique (ONPE) met à disposition des acteurs territoriaux l’outil de cartographie GÉODIP pour visualiser à différentes échelles les zones de précarité énergétique liées au logement et à l’utilisation de la voiture des ménages.",https://geodip.onpe.org/img/geodip-logo.png,https://geodip.onpe.org/,,,,FALSE
ClimUrba,"ClimUrba, outil d'aide à la prise en compte des enjeux climat, air, énergie dans la planification urbaine","Conçu pour les collectivités, les acteurs institutionnels, les techniciens de la planification urbaine et les services de l'Etat, Climurba contribue à engager les territoires dans la transition énergétique et climatique.",https://wiki.resilience-territoire.ademe.fr/images/resilienceterritoire/d/d0/Logo-cerema.png,https://climurba.cerema.fr/,,,,FALSE
Guide des atlas de la biodiversité communale,"Un Atlas de la biodiversité communale (ABC) est une démarche qui permet à une commune, ou une « structure intercommunale », de connaître, de préserver et de valoriser son patrimoine naturel. Chaque année, l'Office français de la biodiversité soutient de nombreux projets d'ABC.","Un Atlas de la biodiversité communale est un inventaire des milieux et espèces présents sur un territoire donné. Il implique l'ensemble des acteurs d'une commune (élus, citoyens, associations, entreprises,....) en faveur de la préservation du patrimoine naturel. La réalisation de cet inventaire permet de cartographier les enjeux de biodiversité à l'échelle de ce territoire et d'établir un plan d'actions pluriannuel pour préserver la biodiversité.",https://abc.naturefrance.fr/sites/default/files/LOGO_ABC_ok.png,https://abc.naturefrance.fr/,,,,TRUE
France Villes et Territoires Durables,L'association des parties prenantes professionnelles publiques et privées de la ville durable et résiliente,"France Villes et territoires Durables (FVD) est l’association française des parties prenantes de la ville durable. FVD réunit, dans l’intérêt général, les collectivités locales (les leaders et les associations), les entreprises de toutes tailles (groupes français mais aussi TPE), l’État (principalement ses opérateurs spécialisés) et les experts de la ville (en particulier les organisations professionnelles nationales) pour faire progresser la ville durable en France et à l’international, dans un cadre partenarial équilibré.",https://francevilledurable.fr/wp-content/themes/fvd/resources/assets/images/header-logo.png,https://francevilledurable.fr/la-boite-a-outils/,,,,FALSE
Longue Vie aux Objets,"Valoriser les acteurs de votre territoire qui encouragent le tri et la consommation responsable pour donner une nouvelle vie aux objets, éviter l'achat neuf et réduire les déchets","Longue vie aux objets accompagne les citoyens au tri et à la consommation responsable, grâce à des bonnes pratiques et adresses autour de chez eux, pour éviter l’achat neuf et réduire les déchets. Pour les collectivités, associations, entreprises et médias, Longue vie aux objets met à disposition des outils numériques gratuits de sensibilisation au tri et à la consommation responsable qui valorisent les acteurs de l’économie sur chaque territoire.",https://www.ademe.fr/wp-content/uploads/2022/11/ademe-logo-2022-1.svg,https://longuevieauxobjets.ademe.fr/,,,,FALSE
Carte Verte,Comment verdir les habitudes de consommation,"Carte Verte, la carte de paiement de l'ADEME qui récompense vos achats responsables à Angers Loire Métropole",https://www.ademe.fr/wp-content/uploads/2022/11/ademe-logo-2022-1.svg,https://carte-verte.beta.gouv.fr/,,,,FALSE
OILHI,Faciliter le traitement de vos situations de mise en sécurité et d'infractions aux règles sanitaires d'hygiène et de salubrité (RSHS),"OILHI est un outil numérique gratuit, développé par la DDTM, qui aide les communes à résoudre les situations de mal logement
","https://static.wixstatic.com/media/6b9039_424cad61271e4aa6a6beb708ff81496d~mv2.png/v1/fill/w_234,h_202,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Capture%20d%E2%80%99%C3%A9cran%202024-07-08%20%C3%A0%2014_40_15.png",https://www.oilhi.beta.gouv.fr/,,,,FALSE
Aquagir,Aquagir accompagne le passage à l’action des collectivités territoriales sur la gestion de l’eau,"Tout savoir sur l’eau, ses cycles, les enjeux, les grandes questions, les compétences des collectivités, etc.",https://aquagir.fr/wp-content/uploads/elementor/thumbs/aquagir-1-qq9arb2ea2i142jl559anrmjr2bjazg9go8ez9ce1g.png,https://aquagir.fr/,,,,FALSE
Sinoé,Un véritable tableau de bord pour piloter votre politique déchets,"Le site Sinoe déchets a été conçu pour répondre aux attentes et besoins du terrain. Son contenu riche, fiable et actualisé offre aux collectivités des informations essentielles sur les déchets ménagers.",https://www.sinoe.org/static/img/logo.png,https://www.sinoe.org/,,,,FALSE
Mobilipro,"Pour votre flotte de véhicules, Mobili’Pro met à la disposition des structures volontaires des outils de suivi.",Engagez-vous dans l’optimisation de vos déplacements professionnels avec le dispositif Mobili’Pro,https://www.anthedesign.fr/wp-content/uploads/2017/07/Logotype-Mobilipro-1.png,https://www.mobilipro.fr/,,,,FALSE
Wimoov,Wimoov vous accompagne pour évaluer votre politique de transport.,"Adapter les solutions à chaque territoire, Analyser l'existant et écouter les habitants, ...",https://www.banquedesterritoires.fr/sites/default/files/2022-01/%5BLogo%5D%20Wimoov.png,https://wimoov.org/,,,,FALSE
Cartofriches,Votre outil pour recenser et valoriser les friches de votre territoire,"Cartofriches est une plateforme conçue pour aider les collectivités à recenser, caractériser et suivre les friches présentes sur leur territoire. En centralisant les données et en proposant des outils d'analyse, il facilite la mise en œuvre de projets de reconversion et contribue à la dynamique de revitalisation locale.",https://wiki.resilience-territoire.ademe.fr/images/resilienceterritoire/d/d0/Logo-cerema.png,"https://cartofriches.cerema.fr/cartofriches/_w_c52b859a53214c9495d0ac45a41c7ada/?bbox=-8.0419921875,40.5305017757432,13.20556640625,51.4950647301437",,,,FALSE
Territoires&Climat,Découvrez les réussites des autres et partagez votre expérience.,,https://www.territoires-climat.ademe.fr/images/header/logo.svg,https://www.territoires-climat.ademe.fr/observatoire,,,,FALSE
Ma Cantine,Suivez l'application de la loi EGalim sur votre territoire,"« ma cantine » est un outil pour accompagner les acteurs de la restauration collective à proposer une alimentation de qualité, saine et durable.",https://ma-cantine.agriculture.gouv.fr/static/images/ma-cantine-logo-light.jpg,https://ma-cantine.agriculture.gouv.fr/statistiques-regionales,,,,TRUE
Plus fraîche ma ville,"Accélérez vos projets de rafraîchissement urbain de façon durable.

","Plus fraîche ma ville est un service public gratuit de l'ADEME qui aide les collectivités à concevoir et mettre en œuvre des solutions de rafraîchissement urbain durables. Il permet de prioriser les actions, d’en estimer les coûts, d’identifier les financements disponibles, de s’inspirer de retours d’expérience concrets et de se connecter à une communauté d’acteurs engagés.",https://framerusercontent.com/images/oApyrOd2KDAdTKIzkzEY51RpmNo.png, https://plusfraichemaville.fr/?mtm_campaign=widget-communs,,,,TRUE
Téo Pays de la Loire,"TEO a notamment pour objet, au travers de données et d’indicateurs, de doter les Pays de la Loire d’un dispositif d’observation et de suivi des actions menées dans la région",,https://teo-paysdelaloire.fr/wp-content/themes/teo/images/logo_teo_v1.png,https://teo-paysdelaloire.fr/tableau-de-bord/,,,,FALSE
Achats Publics Durables,Sensibiliser les acheteurs publics à la prise en compte des critères environnementaux,À qui s’adresser pour se faire accompagner dans sa démarche ? Où promouvoir ses bonnes pratiques d’achats responsables ? Avec qui échanger et partager sur ses expériences d’achats durables ?,https://upload.wikimedia.org/wikipedia/fr/3/38/Logo_de_la_R%C3%A9publique_fran%C3%A7aise_%281999%29.svg,https://achats-durables.gouv.fr/,,,,FALSE
SOS Ponts,Accompagnement personnalisé pour l’entretien et la rénovation des ouvrages d'art communaux,"Service public gratuit développé par le Cerema, SOS Ponts aide les collectivités à mieux gérer et entretenir leurs ponts et murs de soutènement. Accessible en ligne, il facilite la mise en relation avec des experts qui répondent aux besoins spécifiques de chaque commune, en apportant conseils et solutions adaptés à chaque situation.",https://wiki.resilience-territoire.ademe.fr/images/resilienceterritoire/d/d0/Logo-cerema.png,https://sosponts.recoconseil.fr/,,,,FALSE
Aides-Territoire,Découvrez les aides disponibles pour donner vie aux ambitions de votre territoire.,Chercher et trouver des aides disponibles pour financer et accompagner les projets des collectivités sur de nombreuses thématiques.,https://www.loire-atlantique.gouv.fr/var/ide_site/storage/images/politiques-publiques/appui-aux-territoires/aides-territoires-la-plateforme-des-aides-aux-collectivites/349769-1-fre-FR/Aides-territoires-la-plateforme-des-aides-aux-collectivites_large.png,https://aides-territoires.beta.gouv.fr/,,,,FALSE
Potentiel,"Suivez efficacement vos projets d'EnR électriques, transmettez vos documents, demandez des modifications.","Potentiel a vocation à réunir l’ensemble des acteurs de la filière et à rendre accessible, en un lieu unique, les informations détenues par ceux-ci aux différentes phases de développement des projets d’EnR. L’outil simplifie les démarches, harmonise les pratiques et génère un gain de temps considérable pour tous.",https://upload.wikimedia.org/wikipedia/fr/3/38/Logo_de_la_R%C3%A9publique_fran%C3%A7aise_%281999%29.svg,https://potentiel.beta.gouv.fr/,,,,FALSE
France PAT,"France PAT poursuit l’objectif de guider, appuyer et outiller les acteurs qui travaillent sur le dispositif PAT. Il se veut représentatif des acteurs et des territoires en rendant visibles les démarches dans leur diversité.","Par la collecte des données sur les PAT et la réalisation d’étude  Partager les bonnes pratiques  A travers le partage d’outils d’ingénierie de projet, des fiches de capitalisation sur des expériences Construire des outils méthodologiques En partenariat avec les acteurs de PAT, en particulier les réseaux régionaux",https://france-pat.fr/wp-content/themes/france-pat/resources/images/header-logo-snd.png,https://france-pat.fr/,,,,FALSE
Nos Gestes Climat,Découvrez notre outil 100% gratuit !,"Accédez à un kit clé en main pour sensibiliser vos parties prenantes au sein de votre organisation.

Explorez, analysez et téléchargez des données anonymisées pour challenger vos équipes et parties prenantes vers la réduction de leur empreinte écologique.

Permettez à vos cibles (clients, étudiants, participants, habitants..) de calculer et réduire leur empreinte carbone et eau, directement depuis vos plateformes web et mobile, avec un lien Nos Gestes Climat dédié ou d’autres modes d’intégration prêts à l’emploi.",https://upload.wikimedia.org/wikipedia/fr/f/fa/Nos_gestes_climat_logo_2022.png,https://nosgestesclimat.fr/organisations,,,,FALSE
DiaLog,"Numériser la réglementation de circulation routière avec DiaLog
","DiaLog permet aux collectivités de numériser leurs arrêtés de circulation. Ces données sont ensuite accessibles à certains services numériques tels que des GPS.

",https://upload.wikimedia.org/wikipedia/fr/3/38/Logo_de_la_R%C3%A9publique_fran%C3%A7aise_%281999%29.svg,https://dialog.beta.gouv.fr/,,,,FALSE
Observatoire national des services d'eau et assainissement,"Structure dédiée à la collecte, l'analyse, et la diffusion des données relatives à l'eau, généralement à l'échelle d'un bassin hydrographique, d'une région, ou d'un territoire national",Découvrez le portrait de votre territoire,https://www.services.eaufrance.fr/favicon.ico,https://www.services.eaufrance.fr/mon-territoire,,,,FALSE
SIRSé,SIRSé a pour objectif de donner accès à des informations sur l’état de santé de la population nationale et certains déterminants à l’échelle de différentes zones géographiques et de réaliser des portraits de territoire.,Cet outil est conçu pour permettre aux acteurs locaux et nationaux de mieux comprendre les spécificités des territoires en matière de santé et de guider la prise de décision pour des politiques publiques adaptées.,https://sirse.atlasante.fr/favicon.ico,https://sirse.atlasante.fr/#c=indicator&i=demo_car_gen.dens_pop&s=2021&view=map1,,,,FALSE
Vigirisks,Plateforme scientifique de services sur les risques naturels,"Face aux sollicitations externes croissantes visant à disposer de scenarios prédictifs de risques, le BRGM a conçu Vigirisks, un outil agrégateur lui permettant de valoriser ses savoir-faire et de répondre efficacement aux besoins de modélisation / simulation des aléas et d’évaluation de la vulnérabilité des territoires et infrastructures pour mieux répondre aux enjeux socio-économiques.",https://upload.wikimedia.org/wikipedia/fr/thumb/1/1e/Logo_BRGM.svg/2560px-Logo_BRGM.svg.png,https://www.brgm.fr/fr/site-web/vigirisks-plateforme-scientifique-services-risques-naturels,,,,FALSE
